,CASE_ID,StartTimestamp,Activity,Resource,CompleteTimestamp,StartDate
8111,IM0000304,06.09.2013 09:02,External Vendor Assignment,TEAM0069,06.09.2013 09:02,06.09.2013
8112,IM0000304,06.09.2013 09:02,Reassignment,TEAM0069,06.09.2013 09:02,06.09.2013
8113,IM0000304,06.09.2013 09:02,Assignment,TEAM0069,06.09.2013 09:02,06.09.2013
8114,IM0000304,06.09.2013 09:02,Status Change,TEAM0069,06.09.2013 09:02,06.09.2013
8115,IM0000304,06.09.2013 09:02,Operator Update,TEAM0069,16.09.2013 11:12,06.09.2013
8116,IM0000304,16.09.2013 11:12,Assignment,TEAM0081,16.09.2013 11:16,16.09.2013
8117,IM0000304,16.09.2013 11:16,Analysis/Research,TEAM0081,16.09.2013 15:09,16.09.2013
8118,IM0000304,16.09.2013 15:09,Analysis/Research,TEAM0081,16.09.2013 15:10,16.09.2013
8119,IM0000304,16.09.2013 15:10,Reassignment,TEAM0081,16.09.2013 15:10,16.09.2013
8120,IM0000304,16.09.2013 15:10,Assignment,TEAM0081,16.09.2013 15:27,16.09.2013
8121,IM0000304,16.09.2013 15:27,Assignment,TEAM0069,17.09.2013 11:47,16.09.2013
8122,IM0000304,17.09.2013 11:47,Reassignment,TEAM0069,17.09.2013 11:47,17.09.2013
8123,IM0000304,17.09.2013 11:47,Operator Update,TEAM0069,17.09.2013 11:47,17.09.2013
8124,IM0000304,17.09.2013 11:47,Assignment,TEAM0069,17.09.2013 18:07,17.09.2013
8125,IM0000304,17.09.2013 18:07,Status Change,TEAM0079,01.10.2013 15:20,17.09.2013
8126,IM0000304,01.10.2013 15:20,Resolved,TEAM0079,01.10.2013 15:20,01.10.2013
8127,IM0000304,01.10.2013 15:20,Closed,TEAM0079,01.10.2013 15:30,01.10.2013
9571,IM0000353,30.08.2013 10:28,Open,TEAM9999,30.08.2013 11:10,30.08.2013
9572,IM0000353,30.08.2013 11:10,Reassignment,TEAM0101,30.08.2013 11:10,30.08.2013
9573,IM0000353,30.08.2013 11:10,Assignment,TEAM0101,30.08.2013 14:59,30.08.2013
9574,IM0000353,30.08.2013 14:59,Operator Update,TEAM0101,02.09.2013 16:50,30.08.2013
9575,IM0000353,02.09.2013 16:50,Status Change,TEAM0101,10.09.2013 08:55,02.09.2013
9576,IM0000353,10.09.2013 08:55,Operator Update,TEAM0101,10.09.2013 08:58,10.09.2013
9577,IM0000353,10.09.2013 08:58,Update,TEAM0102,19.09.2013 13:29,10.09.2013
9578,IM0000353,19.09.2013 13:29,Reassignment,TEAM0074,19.09.2013 13:29,19.09.2013
9579,IM0000353,19.09.2013 13:29,Assignment,TEAM0074,19.09.2013 13:29,19.09.2013
9580,IM0000353,19.09.2013 13:29,Operator Update,TEAM0074,19.09.2013 13:52,19.09.2013
9581,IM0000353,19.09.2013 13:52,Reassignment,TEAM0086,19.09.2013 13:52,19.09.2013
9582,IM0000353,19.09.2013 13:52,Update,TEAM0086,19.09.2013 14:51,19.09.2013
9583,IM0000353,19.09.2013 14:51,Status Change,TEAM0008,19.09.2013 15:21,19.09.2013
9584,IM0000353,19.09.2013 15:21,Operator Update,TEAM0008,19.09.2013 15:27,19.09.2013
9585,IM0000353,19.09.2013 15:27,Operator Update,TEAM0008,19.09.2013 16:46,19.09.2013
9586,IM0000353,19.09.2013 16:46,Assignment,TEAM0008,19.09.2013 16:46,19.09.2013
9587,IM0000353,19.09.2013 16:46,Assignment,TEAM0008,20.09.2013 10:15,19.09.2013
9588,IM0000353,20.09.2013 10:15,Status Change,TEAM0008,20.09.2013 10:15,20.09.2013
9589,IM0000353,20.09.2013 10:15,Assignment,TEAM0008,20.09.2013 10:22,20.09.2013
9590,IM0000353,20.09.2013 10:22,Status Change,TEAM0008,20.09.2013 10:22,20.09.2013
9591,IM0000353,20.09.2013 10:22,Operator Update,TEAM0008,20.09.2013 11:20,20.09.2013
9592,IM0000353,20.09.2013 11:20,Reassignment,TEAM0008,30.09.2013 10:02,20.09.2013
9593,IM0000353,30.09.2013 10:02,Reassignment,TEAM0008,30.09.2013 10:02,30.09.2013
9594,IM0000353,30.09.2013 10:02,Assignment,TEAM0008,30.09.2013 13:33,30.09.2013
9595,IM0000353,30.09.2013 13:33,Assignment,TEAM0008,30.09.2013 13:33,30.09.2013
9596,IM0000353,30.09.2013 13:33,Status Change,TEAM0008,30.09.2013 13:43,30.09.2013
9597,IM0000353,30.09.2013 13:43,Status Change,TEAM0008,30.09.2013 13:43,30.09.2013
9598,IM0000353,30.09.2013 13:43,Operator Update,TEAM0008,30.09.2013 14:17,30.09.2013
9599,IM0000353,30.09.2013 14:17,Reassignment,TEAM0008,30.09.2013 14:17,30.09.2013
9600,IM0000353,30.09.2013 14:17,Operator Update,TEAM0008,01.10.2013 09:33,30.09.2013
9601,IM0000353,01.10.2013 09:33,Status Change,TEAM9999,01.10.2013 09:33,01.10.2013
9602,IM0000353,01.10.2013 09:33,Reassignment,TEAM9999,01.10.2013 09:33,01.10.2013
9603,IM0000353,01.10.2013 09:33,Assignment,TEAM9999,01.10.2013 09:33,01.10.2013
9604,IM0000353,01.10.2013 09:33,Update from customer,TEAM9999,01.10.2013 09:54,01.10.2013
9605,IM0000353,01.10.2013 09:54,Pending vendor,TEAM0086,01.10.2013 09:54,01.10.2013
9606,IM0000353,01.10.2013 09:54,Quality Indicator,TEAM0086,01.10.2013 09:54,01.10.2013
9607,IM0000353,01.10.2013 09:54,Assignment,TEAM0086,01.10.2013 09:54,01.10.2013
9608,IM0000353,01.10.2013 09:54,Status Change,TEAM0086,04.10.2013 08:15,01.10.2013
9609,IM0000353,04.10.2013 08:15,Update,TEAM0086,04.10.2013 15:11,04.10.2013
9610,IM0000353,04.10.2013 15:11,Operator Update,TEAM0021,07.10.2013 10:48,04.10.2013
9611,IM0000353,07.10.2013 10:48,Reassignment,TEAM0086,07.10.2013 10:48,07.10.2013
9612,IM0000353,07.10.2013 10:48,Pending vendor,TEAM0086,07.10.2013 10:48,07.10.2013
9613,IM0000353,07.10.2013 10:48,Status Change,TEAM0086,07.10.2013 10:48,07.10.2013
9614,IM0000353,07.10.2013 10:48,Assignment,TEAM0086,07.10.2013 11:39,07.10.2013
9615,IM0000353,07.10.2013 11:39,Operator Update,TEAM0008,07.10.2013 13:46,07.10.2013
9616,IM0000353,07.10.2013 13:46,Assignment,TEAM0008,07.10.2013 13:46,07.10.2013
9617,IM0000353,07.10.2013 13:46,Status Change,TEAM0008,07.10.2013 14:24,07.10.2013
9618,IM0000353,07.10.2013 14:24,Assignment,TEAM0008,07.10.2013 14:24,07.10.2013
9619,IM0000353,07.10.2013 14:24,Status Change,TEAM0008,07.10.2013 14:24,07.10.2013
9620,IM0000353,07.10.2013 14:24,Operator Update,TEAM0008,07.10.2013 15:14,07.10.2013
9621,IM0000353,07.10.2013 15:14,Operator Update,TEAM0008,07.10.2013 15:14,07.10.2013
9622,IM0000353,07.10.2013 15:14,Status Change,TEAM0008,08.10.2013 08:14,07.10.2013
9623,IM0000353,08.10.2013 08:14,Assignment,TEAM0008,08.10.2013 08:55,08.10.2013
9624,IM0000353,08.10.2013 08:55,Status Change,TEAM0008,08.10.2013 08:55,08.10.2013
9625,IM0000353,08.10.2013 08:55,Operator Update,TEAM0008,08.10.2013 08:55,08.10.2013
9626,IM0000353,08.10.2013 08:55,Reassignment,TEAM0008,08.10.2013 08:55,08.10.2013
9627,IM0000353,08.10.2013 08:55,Reassignment,TEAM0008,08.10.2013 12:10,08.10.2013
9628,IM0000353,08.10.2013 12:10,Reassignment,TEAM0008,09.10.2013 11:07,08.10.2013
9629,IM0000353,09.10.2013 11:07,Update from customer,TEAM0085,09.10.2013 11:07,09.10.2013
9630,IM0000353,09.10.2013 11:07,Reassignment,TEAM0085,09.10.2013 11:07,09.10.2013
9631,IM0000353,09.10.2013 11:07,Status Change,TEAM0085,09.10.2013 11:07,09.10.2013
9632,IM0000353,09.10.2013 11:07,Assignment,TEAM0085,09.10.2013 11:25,09.10.2013
9633,IM0000353,09.10.2013 11:25,Update,TEAM0086,09.10.2013 11:25,09.10.2013
9634,IM0000353,09.10.2013 11:25,Assignment,TEAM0086,10.10.2013 11:21,09.10.2013
9635,IM0000353,10.10.2013 11:21,Reassignment,TEAM0086,10.10.2013 11:21,10.10.2013
9636,IM0000353,10.10.2013 11:21,Pending vendor,TEAM0086,10.10.2013 11:21,10.10.2013
9637,IM0000353,10.10.2013 11:21,Assignment,TEAM0086,10.10.2013 11:45,10.10.2013
9638,IM0000353,10.10.2013 11:45,Operator Update,TEAM0008,10.10.2013 11:47,10.10.2013
9639,IM0000353,10.10.2013 11:47,Operator Update,TEAM0008,10.10.2013 13:13,10.10.2013
9640,IM0000353,10.10.2013 13:13,Status Change,TEAM9999,10.10.2013 13:13,10.10.2013
9641,IM0000353,10.10.2013 13:13,Assignment,TEAM9999,10.10.2013 13:28,10.10.2013
9642,IM0000353,10.10.2013 13:28,Status Change,TEAM9999,10.10.2013 13:28,10.10.2013
9643,IM0000353,10.10.2013 13:28,Reassignment,TEAM9999,10.10.2013 13:28,10.10.2013
9644,IM0000353,10.10.2013 13:28,Operator Update,TEAM9999,18.10.2013 08:45,10.10.2013
9645,IM0000353,18.10.2013 08:45,Closed,TEAM0008,18.10.2013 08:55,18.10.2013
10217,IM0000373,03.09.2013 08:19,Open,TEAM0008,03.09.2013 15:12,03.09.2013
10218,IM0000373,03.09.2013 15:12,Reassignment,TEAM0002,03.09.2013 15:12,03.09.2013
10219,IM0000373,03.09.2013 15:12,Update from customer,TEAM0002,03.09.2013 16:01,03.09.2013
10220,IM0000373,03.09.2013 16:01,Operator Update,TEAM0008,05.09.2013 10:47,03.09.2013
10221,IM0000373,05.09.2013 10:47,Assignment,TEAM0008,05.09.2013 10:59,05.09.2013
10222,IM0000373,05.09.2013 10:59,Assignment,TEAM0008,06.09.2013 16:06,05.09.2013
10223,IM0000373,06.09.2013 16:06,Assignment,TEAM0008,06.09.2013 16:22,06.09.2013
10224,IM0000373,06.09.2013 16:22,Operator Update,TEAM0008,06.09.2013 16:22,06.09.2013
10225,IM0000373,06.09.2013 16:22,Status Change,TEAM0008,06.09.2013 16:22,06.09.2013
10226,IM0000373,06.09.2013 16:22,Reassignment,TEAM0008,10.09.2013 08:10,06.09.2013
10227,IM0000373,10.09.2013 08:10,Communication with customer,TEAM0010,10.09.2013 08:10,10.09.2013
10228,IM0000373,10.09.2013 08:10,Reassignment,TEAM0010,10.09.2013 08:10,10.09.2013
10229,IM0000373,10.09.2013 08:10,Status Change,TEAM0010,10.09.2013 08:10,10.09.2013
10230,IM0000373,10.09.2013 08:10,Assignment,TEAM0010,01.10.2013 16:38,10.09.2013
10231,IM0000373,01.10.2013 16:38,Update from customer,TEAM0002,01.10.2013 16:38,01.10.2013
10232,IM0000373,01.10.2013 16:38,Reassignment,TEAM0002,01.10.2013 17:22,01.10.2013
10233,IM0000373,01.10.2013 17:22,Operator Update,TEAM0008,02.10.2013 08:14,01.10.2013
10234,IM0000373,02.10.2013 08:14,Status Change,TEAM0008,02.10.2013 09:30,02.10.2013
10235,IM0000373,02.10.2013 09:30,Operator Update,TEAM0008,02.10.2013 09:30,02.10.2013
10236,IM0000373,02.10.2013 09:30,Assignment,TEAM0008,02.10.2013 09:30,02.10.2013
10237,IM0000373,02.10.2013 09:30,Status Change,TEAM0008,02.10.2013 09:31,02.10.2013
10238,IM0000373,02.10.2013 09:31,Operator Update,TEAM0008,02.10.2013 11:26,02.10.2013
10239,IM0000373,02.10.2013 11:26,Operator Update,TEAM0008,02.10.2013 11:26,02.10.2013
10240,IM0000373,02.10.2013 11:26,Reassignment,TEAM0008,04.10.2013 09:27,02.10.2013
10241,IM0000373,04.10.2013 09:27,Update,TEAM0050,09.10.2013 09:46,04.10.2013
10242,IM0000373,09.10.2013 09:46,Reassignment,TEAM0008,09.10.2013 09:46,09.10.2013
10243,IM0000373,09.10.2013 09:46,Operator Update,TEAM0008,09.10.2013 09:46,09.10.2013
10244,IM0000373,09.10.2013 09:46,Assignment,TEAM0008,10.10.2013 12:25,09.10.2013
10245,IM0000373,10.10.2013 12:25,Assignment,TEAM0002,10.10.2013 15:06,10.10.2013
10246,IM0000373,10.10.2013 15:06,Update from customer,TEAM0002,10.10.2013 15:06,10.10.2013
10247,IM0000373,10.10.2013 15:06,Update from customer,TEAM0002,10.10.2013 15:08,10.10.2013
10248,IM0000373,10.10.2013 15:08,Reassignment,TEAM0002,10.10.2013 15:08,10.10.2013
10249,IM0000373,10.10.2013 15:08,Assignment,TEAM0002,10.10.2013 15:17,10.10.2013
10250,IM0000373,10.10.2013 15:17,Reassignment,TEAM0008,17.10.2013 08:39,10.10.2013
10251,IM0000373,17.10.2013 08:39,Communication with customer,TEAM0008,21.10.2013 08:39,17.10.2013
10252,IM0000373,21.10.2013 08:39,Operator Update,TEAM0008,25.10.2013 08:50,21.10.2013
10253,IM0000373,25.10.2013 08:50,Operator Update,TEAM0008,29.10.2013 08:32,25.10.2013
10254,IM0000373,29.10.2013 08:32,Closed,TEAM0008,29.10.2013 08:32,29.10.2013
10255,IM0000373,29.10.2013 08:32,Caused By CI,TEAM0008,08.11.2013 15:20,29.10.2013
10256,IM0000373,08.11.2013 15:20,Reassignment,TEAM0002,08.11.2013 15:20,08.11.2013
10257,IM0000373,08.11.2013 15:20,Update,TEAM0002,08.11.2013 15:20,08.11.2013
10258,IM0000373,08.11.2013 15:20,Reopen,TEAM0002,08.11.2013 16:57,08.11.2013
10259,IM0000373,08.11.2013 16:57,Assignment,TEAM0003,11.11.2013 08:37,08.11.2013
10260,IM0000373,11.11.2013 08:37,Status Change,TEAM0003,12.11.2013 09:42,11.11.2013
10261,IM0000373,12.11.2013 09:42,Reassignment,TEAM0003,12.11.2013 09:42,12.11.2013
10262,IM0000373,12.11.2013 09:42,Communication with customer,TEAM0003,12.11.2013 09:42,12.11.2013
10263,IM0000373,12.11.2013 09:42,Assignment,TEAM0003,12.11.2013 10:10,12.11.2013
10264,IM0000373,12.11.2013 10:10,Assignment,TEAM0008,12.11.2013 10:24,12.11.2013
10265,IM0000373,12.11.2013 10:24,Communication with customer,TEAM0008,12.11.2013 10:35,12.11.2013
10266,IM0000373,12.11.2013 10:35,Communication with customer,TEAM0008,12.11.2013 10:35,12.11.2013
10267,IM0000373,12.11.2013 10:35,Reassignment,TEAM0008,12.11.2013 10:35,12.11.2013
10268,IM0000373,12.11.2013 10:35,Assignment,TEAM0008,12.11.2013 11:38,12.11.2013
10269,IM0000373,12.11.2013 11:38,Assignment,TEAM0003,12.11.2013 12:15,12.11.2013
10270,IM0000373,12.11.2013 12:15,Description Update,TEAM0003,13.11.2013 11:18,12.11.2013
10271,IM0000373,13.11.2013 11:18,Communication with customer,TEAM0003,13.11.2013 11:20,13.11.2013
10272,IM0000373,13.11.2013 11:20,Status Change,TEAM0003,13.11.2013 11:20,13.11.2013
10273,IM0000373,13.11.2013 11:20,Assignment,TEAM0003,13.11.2013 11:20,13.11.2013
10274,IM0000373,13.11.2013 11:20,Reassignment,TEAM0003,13.11.2013 11:20,13.11.2013
10275,IM0000373,13.11.2013 11:20,Communication with customer,TEAM0003,13.11.2013 11:24,13.11.2013
10276,IM0000373,13.11.2013 11:24,Assignment,TEAM0008,13.11.2013 11:29,13.11.2013
10277,IM0000373,13.11.2013 11:29,Operator Update,TEAM0008,13.11.2013 11:29,13.11.2013
10278,IM0000373,13.11.2013 11:29,Assignment,TEAM0008,13.11.2013 11:39,13.11.2013
10279,IM0000373,13.11.2013 11:39,Assignment,TEAM0008,13.11.2013 11:39,13.11.2013
10280,IM0000373,13.11.2013 11:39,Status Change,TEAM0008,13.11.2013 11:43,13.11.2013
10281,IM0000373,13.11.2013 11:43,Closed,TEAM0008,13.11.2013 11:53,13.11.2013
10737,IM0000383,03.09.2013 16:43,Open,TEAM0002,04.09.2013 07:19,03.09.2013
10738,IM0000383,04.09.2013 07:19,Assignment,TEAM0003,04.09.2013 15:11,04.09.2013
10739,IM0000383,04.09.2013 15:11,Status Change,TEAM0003,05.09.2013 11:35,04.09.2013
10740,IM0000383,05.09.2013 11:35,Operator Update,TEAM0003,05.09.2013 11:35,05.09.2013
10741,IM0000383,05.09.2013 11:35,Assignment,TEAM0003,05.09.2013 11:41,05.09.2013
10742,IM0000383,05.09.2013 11:41,Operator Update,TEAM0003,05.09.2013 11:41,05.09.2013
10743,IM0000383,05.09.2013 11:41,Reassignment,TEAM0003,05.09.2013 11:41,05.09.2013
10744,IM0000383,05.09.2013 11:41,Assignment,TEAM0003,05.09.2013 12:13,05.09.2013
10745,IM0000383,05.09.2013 12:13,Update,TEAM0001,05.09.2013 12:13,05.09.2013
10746,IM0000383,05.09.2013 12:13,Reassignment,TEAM0001,05.09.2013 12:43,05.09.2013
10747,IM0000383,05.09.2013 12:43,Reassignment,TEAM0048,05.09.2013 13:15,05.09.2013
10748,IM0000383,05.09.2013 13:15,Assignment,TEAM0004,05.09.2013 15:30,05.09.2013
10749,IM0000383,05.09.2013 15:30,Reassignment,TEAM0004,05.09.2013 15:30,05.09.2013
10750,IM0000383,05.09.2013 15:30,Assignment,TEAM0004,01.10.2013 12:21,05.09.2013
10751,IM0000383,01.10.2013 12:21,Operator Update,TEAM0003,01.10.2013 12:21,01.10.2013
10752,IM0000383,01.10.2013 12:21,Assignment,TEAM0003,01.10.2013 12:21,01.10.2013
10753,IM0000383,01.10.2013 12:21,Reassignment,TEAM0003,02.10.2013 14:38,01.10.2013
10754,IM0000383,02.10.2013 14:38,Update,TEAM0001,02.10.2013 14:38,02.10.2013
10755,IM0000383,02.10.2013 14:38,Assignment,TEAM0001,02.10.2013 14:40,02.10.2013
10756,IM0000383,02.10.2013 14:40,Assignment,TEAM0001,02.10.2013 14:40,02.10.2013
10757,IM0000383,02.10.2013 14:40,Update,TEAM0001,02.10.2013 14:40,02.10.2013
10758,IM0000383,02.10.2013 14:40,Reassignment,TEAM0001,02.10.2013 14:41,02.10.2013
10759,IM0000383,02.10.2013 14:41,Assignment,TEAM0003,03.10.2013 10:04,02.10.2013
10760,IM0000383,03.10.2013 10:04,Closed,TEAM0003,03.10.2013 10:04,03.10.2013
10761,IM0000383,03.10.2013 10:04,Caused By CI,TEAM0003,03.10.2013 10:14,03.10.2013
10895,IM0000389,04.09.2013 14:44,Open,TEAM0008,04.09.2013 15:42,04.09.2013
10896,IM0000389,04.09.2013 15:42,Reassignment,TEAM0007,04.09.2013 15:42,04.09.2013
10897,IM0000389,04.09.2013 15:42,Operator Update,TEAM0007,04.09.2013 15:46,04.09.2013
10898,IM0000389,04.09.2013 15:46,Reassignment,TEAM0023,04.09.2013 15:46,04.09.2013
10899,IM0000389,04.09.2013 15:46,Operator Update,TEAM0023,04.09.2013 17:50,04.09.2013
10900,IM0000389,04.09.2013 17:50,Assignment,TEAM0003,05.09.2013 15:33,04.09.2013
10901,IM0000389,05.09.2013 15:33,Reassignment,TEAM0003,05.09.2013 15:33,05.09.2013
10902,IM0000389,05.09.2013 15:33,Status Change,TEAM0003,05.09.2013 15:33,05.09.2013
10903,IM0000389,05.09.2013 15:33,Assignment,TEAM0003,10.09.2013 16:21,05.09.2013
10904,IM0000389,10.09.2013 16:21,Reassignment,TEAM0004,10.09.2013 16:21,10.09.2013
10905,IM0000389,10.09.2013 16:21,Assignment,TEAM0004,10.09.2013 16:21,10.09.2013
10906,IM0000389,10.09.2013 16:21,Operator Update,TEAM0004,10.09.2013 16:29,10.09.2013
10907,IM0000389,10.09.2013 16:29,Assignment,TEAM0023,11.09.2013 08:53,10.09.2013
10908,IM0000389,11.09.2013 08:53,Assignment,TEAM0023,11.09.2013 08:53,11.09.2013
10909,IM0000389,11.09.2013 08:53,Operator Update,TEAM0023,11.09.2013 08:53,11.09.2013
10910,IM0000389,11.09.2013 08:53,Reassignment,TEAM0023,11.09.2013 12:17,11.09.2013
10911,IM0000389,11.09.2013 12:17,Assignment,TEAM0008,11.09.2013 12:32,11.09.2013
10912,IM0000389,11.09.2013 12:32,Status Change,TEAM0008,11.09.2013 12:32,11.09.2013
10913,IM0000389,11.09.2013 12:32,Assignment,TEAM0008,11.09.2013 12:32,11.09.2013
10914,IM0000389,11.09.2013 12:32,Reassignment,TEAM0008,11.09.2013 12:32,11.09.2013
10915,IM0000389,11.09.2013 12:32,Communication with customer,TEAM0008,11.09.2013 15:50,11.09.2013
10916,IM0000389,11.09.2013 15:50,Status Change,TEAM0003,11.09.2013 15:50,11.09.2013
10917,IM0000389,11.09.2013 15:50,Assignment,TEAM0003,11.09.2013 15:50,11.09.2013
10918,IM0000389,11.09.2013 15:50,Reassignment,TEAM0003,12.09.2013 11:44,11.09.2013
10919,IM0000389,12.09.2013 11:44,Operator Update,TEAM0004,18.09.2013 10:17,12.09.2013
10920,IM0000389,18.09.2013 10:17,Update,TEAM0004,30.09.2013 15:52,18.09.2013
10921,IM0000389,30.09.2013 15:52,Assignment,TEAM0004,30.09.2013 15:52,30.09.2013
10922,IM0000389,30.09.2013 15:52,Operator Update,TEAM0004,30.09.2013 15:52,30.09.2013
10923,IM0000389,30.09.2013 15:52,Reassignment,TEAM0004,01.10.2013 14:24,30.09.2013
10924,IM0000389,01.10.2013 14:24,Update from customer,TEAM0002,01.10.2013 14:24,01.10.2013
10925,IM0000389,01.10.2013 14:24,Reassignment,TEAM0002,01.10.2013 15:56,01.10.2013
10926,IM0000389,01.10.2013 15:56,Reassignment,TEAM0003,02.10.2013 15:34,01.10.2013
10927,IM0000389,02.10.2013 15:34,Assignment,TEAM0001,11.10.2013 15:54,02.10.2013
