,CASE_ID,StartTimestamp,Activity,Resource,CompleteTimestamp,StartDate
57,IM0000011,05.11.2013 16:55,Assignment,TEAM0003,14.11.2013 09:31,05.11.2013
58,IM0000011,14.11.2013 09:31,Closed,TEAM0004,14.11.2013 09:31,14.11.2013
59,IM0000011,14.11.2013 09:31,Caused By CI,TEAM0004,14.11.2013 09:41,14.11.2013
60,IM0000012,13.02.2013 11:57,Update from customer,TEAM0002,08.11.2013 13:48,13.02.2013
61,IM0000012,08.11.2013 13:48,Reassignment,TEAM0002,08.11.2013 13:48,08.11.2013
62,IM0000012,08.11.2013 13:48,Assignment,TEAM0002,08.11.2013 13:48,08.11.2013
63,IM0000012,08.11.2013 13:48,Update from customer,TEAM0002,08.11.2013 13:55,08.11.2013
64,IM0000012,08.11.2013 13:55,Caused By CI,TEAM0003,08.11.2013 13:55,08.11.2013
65,IM0000012,08.11.2013 13:55,Closed,TEAM0003,08.11.2013 14:05,08.11.2013
66,IM0000013,13.02.2013 12:03,Update from customer,TEAM0002,08.11.2013 13:50,13.02.2013
67,IM0000013,08.11.2013 13:50,Reassignment,TEAM0002,08.11.2013 13:50,08.11.2013
68,IM0000013,08.11.2013 13:50,Update from customer,TEAM0002,08.11.2013 13:50,08.11.2013
69,IM0000013,08.11.2013 13:50,Assignment,TEAM0002,08.11.2013 13:54,08.11.2013
70,IM0000013,08.11.2013 13:54,Closed,TEAM0003,08.11.2013 13:54,08.11.2013
71,IM0000013,08.11.2013 13:54,Caused By CI,TEAM0003,08.11.2013 14:04,08.11.2013
72,IM0000014,13.02.2013 12:21,Update from customer,TEAM0002,08.11.2013 13:52,13.02.2013
73,IM0000014,08.11.2013 13:52,Update from customer,TEAM0002,27.12.2013 10:52,08.11.2013
74,IM0000014,27.12.2013 10:52,Update from customer,TEAM0002,27.12.2013 10:55,27.12.2013
75,IM0000014,27.12.2013 10:55,Update from customer,TEAM0002,27.12.2013 10:55,27.12.2013
76,IM0000014,27.12.2013 10:55,Assignment,TEAM0002,27.12.2013 10:55,27.12.2013
77,IM0000014,27.12.2013 10:55,Reassignment,TEAM0002,27.12.2013 10:59,27.12.2013
78,IM0000014,27.12.2013 10:59,Resolved,TEAM0003,27.12.2013 10:59,27.12.2013
79,IM0000014,27.12.2013 10:59,Closed,TEAM0003,27.12.2013 11:09,27.12.2013
80,IM0000015,13.02.2013 12:31,Update from customer,TEAM0002,14.02.2013 11:07,13.02.2013
81,IM0000015,14.02.2013 11:07,Update from customer,TEAM0002,14.02.2013 11:07,14.02.2013
82,IM0000015,14.02.2013 11:07,Assignment,TEAM0002,14.02.2013 11:07,14.02.2013
83,IM0000015,14.02.2013 11:07,Reassignment,TEAM0002,14.02.2013 12:05,14.02.2013
84,IM0000015,14.02.2013 12:05,Assignment,TEAM0003,10.03.2013 18:52,14.02.2013
85,IM0000015,10.03.2013 18:52,Reassignment,TEAM0003,01.05.2013 13:58,10.03.2013
86,IM0000015,01.05.2013 13:58,Update,TEAM0003,01.05.2013 14:06,01.05.2013
87,IM0000015,01.05.2013 14:06,Update,TEAM0003,18.09.2013 15:00,01.05.2013
88,IM0000015,18.09.2013 15:00,Assignment,TEAM0003,18.09.2013 15:56,18.09.2013
89,IM0000015,18.09.2013 15:56,Operator Update,TEAM0003,18.09.2013 16:01,18.09.2013
90,IM0000015,18.09.2013 16:01,Reassignment,TEAM0003,18.09.2013 16:01,18.09.2013
91,IM0000015,18.09.2013 16:01,Assignment,TEAM0003,14.10.2013 10:33,18.09.2013
92,IM0000015,14.10.2013 10:33,Update,TEAM0002,08.11.2013 14:06,14.10.2013
93,IM0000015,08.11.2013 14:06,Update from customer,TEAM0002,08.11.2013 14:06,08.11.2013
94,IM0000015,08.11.2013 14:06,Assignment,TEAM0002,08.11.2013 14:06,08.11.2013
95,IM0000015,08.11.2013 14:06,Reassignment,TEAM0002,08.11.2013 14:09,08.11.2013
96,IM0000015,08.11.2013 14:09,Closed,TEAM0003,08.11.2013 14:09,08.11.2013
97,IM0000015,08.11.2013 14:09,Caused By CI,TEAM0003,08.11.2013 14:19,08.11.2013
98,IM0000017,13.02.2013 12:38,Update from customer,TEAM0002,08.11.2013 13:53,13.02.2013
99,IM0000017,08.11.2013 13:53,Reassignment,TEAM0002,08.11.2013 13:53,08.11.2013
100,IM0000017,08.11.2013 13:53,Assignment,TEAM0002,08.11.2013 13:53,08.11.2013
101,IM0000017,08.11.2013 13:53,Update from customer,TEAM0002,08.11.2013 14:02,08.11.2013
102,IM0000017,08.11.2013 14:02,Caused By CI,TEAM0003,08.11.2013 14:02,08.11.2013
103,IM0000017,08.11.2013 14:02,Closed,TEAM0003,08.11.2013 14:12,08.11.2013
104,IM0000018,27.02.2013 13:16,Update from customer,TEAM0002,08.11.2013 13:58,27.02.2013
105,IM0000018,08.11.2013 13:58,Update from customer,TEAM0002,08.11.2013 13:58,08.11.2013
106,IM0000018,08.11.2013 13:58,Assignment,TEAM0002,08.11.2013 13:58,08.11.2013
107,IM0000018,08.11.2013 13:58,Reassignment,TEAM0002,08.11.2013 14:35,08.11.2013
108,IM0000018,08.11.2013 14:35,Closed,TEAM0003,08.11.2013 14:35,08.11.2013
109,IM0000018,08.11.2013 14:35,Caused By CI,TEAM0003,08.11.2013 14:45,08.11.2013
110,IM0000019,27.02.2013 13:12,Update from customer,TEAM0002,27.02.2013 13:12,27.02.2013
111,IM0000019,27.02.2013 13:12,Assignment,TEAM0002,27.02.2013 13:12,27.02.2013
112,IM0000019,27.02.2013 13:12,Reassignment,TEAM0002,27.02.2013 13:24,27.02.2013
113,IM0000019,27.02.2013 13:24,Assignment,TEAM0003,27.02.2013 13:33,27.02.2013
114,IM0000019,27.02.2013 13:33,Operator Update,TEAM0003,27.02.2013 13:33,27.02.2013
115,IM0000019,27.02.2013 13:33,Assignment,TEAM0003,27.02.2013 13:33,27.02.2013
116,IM0000019,27.02.2013 13:33,Reassignment,TEAM0003,28.02.2013 14:27,27.02.2013
117,IM0000019,28.02.2013 14:27,Update from customer,TEAM0002,28.02.2013 14:27,28.02.2013
118,IM0000019,28.02.2013 14:27,Assignment,TEAM0002,08.11.2013 14:16,28.02.2013
119,IM0000019,08.11.2013 14:16,Assignment,TEAM0002,08.11.2013 14:16,08.11.2013
120,IM0000019,08.11.2013 14:16,Update from customer,TEAM0002,08.11.2013 14:16,08.11.2013
121,IM0000019,08.11.2013 14:16,Reassignment,TEAM0002,08.11.2013 14:23,08.11.2013
122,IM0000019,08.11.2013 14:23,Closed,TEAM0003,08.11.2013 14:23,08.11.2013
123,IM0000019,08.11.2013 14:23,Caused By CI,TEAM0003,08.11.2013 14:33,08.11.2013
124,IM0000020,10.04.2013 12:28,Update,TEAM0005,25.06.2013 20:04,10.04.2013
125,IM0000020,25.06.2013 20:04,Update,TEAM0005,25.06.2013 20:04,25.06.2013
126,IM0000020,25.06.2013 20:04,Reassignment,TEAM0005,25.06.2013 20:04,25.06.2013
127,IM0000020,25.06.2013 20:04,Assignment,TEAM0005,26.06.2013 06:24,25.06.2013
128,IM0000020,26.06.2013 06:24,Assignment,TEAM0003,26.06.2013 06:24,26.06.2013
129,IM0000020,26.06.2013 06:24,Status Change,TEAM0003,26.06.2013 06:24,26.06.2013
130,IM0000020,26.06.2013 06:24,Reassignment,TEAM0003,26.06.2013 06:24,26.06.2013
131,IM0000020,26.06.2013 06:24,Operator Update,TEAM0003,11.07.2013 13:55,26.06.2013
132,IM0000020,11.07.2013 13:55,Update from customer,TEAM0002,08.11.2013 14:17,11.07.2013
133,IM0000020,08.11.2013 14:17,Reassignment,TEAM0002,08.11.2013 14:17,08.11.2013
134,IM0000020,08.11.2013 14:17,Assignment,TEAM0002,08.11.2013 14:17,08.11.2013
135,IM0000020,08.11.2013 14:17,Update from customer,TEAM0002,08.11.2013 14:22,08.11.2013
136,IM0000020,08.11.2013 14:22,Closed,TEAM0003,08.11.2013 14:22,08.11.2013
137,IM0000020,08.11.2013 14:22,Caused By CI,TEAM0003,08.11.2013 14:32,08.11.2013
138,IM0000021,27.02.2013 13:26,Update from customer,TEAM0002,27.02.2013 14:00,27.02.2013
139,IM0000021,27.02.2013 14:00,Update from customer,TEAM0002,27.02.2013 14:00,27.02.2013
140,IM0000021,27.02.2013 14:00,Reassignment,TEAM0002,27.02.2013 14:00,27.02.2013
141,IM0000021,27.02.2013 14:00,Assignment,TEAM0002,27.02.2013 14:07,27.02.2013
142,IM0000021,27.02.2013 14:07,Caused By CI,TEAM0003,27.02.2013 14:07,27.02.2013
143,IM0000021,27.02.2013 14:07,Closed,TEAM0003,28.01.2014 14:07,27.02.2013
144,IM0000021,28.01.2014 14:07,Update,TEAM0002,28.01.2014 14:07,28.01.2014
145,IM0000021,28.01.2014 14:07,Reopen,TEAM0002,28.01.2014 14:07,28.01.2014
146,IM0000021,28.01.2014 14:07,Reassignment,TEAM0002,28.01.2014 14:20,28.01.2014
147,IM0000021,28.01.2014 14:20,Status Change,TEAM0171,28.01.2014 14:20,28.01.2014
148,IM0000021,28.01.2014 14:20,Reassignment,TEAM0171,28.01.2014 14:20,28.01.2014
149,IM0000021,28.01.2014 14:20,Update,TEAM0171,28.01.2014 14:32,28.01.2014
150,IM0000021,28.01.2014 14:32,Update from customer,TEAM0002,04.02.2014 09:38,28.01.2014
151,IM0000021,04.02.2014 09:38,Closed,TEAM0002,04.02.2014 09:48,04.02.2014
152,IM0000022,07.01.2013 15:49,Operator Update,TEAM0003,09.01.2013 08:34,07.01.2013
153,IM0000022,09.01.2013 08:34,Operator Update,TEAM0003,01.03.2013 12:49,09.01.2013
154,IM0000022,01.03.2013 12:49,Assignment,TEAM0005,01.03.2013 12:49,01.03.2013
155,IM0000022,01.03.2013 12:49,OO Response,TEAM0005,01.03.2013 12:49,01.03.2013
156,IM0000022,01.03.2013 12:49,Reassignment,TEAM0005,01.03.2013 12:53,01.03.2013
157,IM0000022,01.03.2013 12:53,Assignment,TEAM0003,04.03.2013 10:50,01.03.2013
158,IM0000022,04.03.2013 10:50,Reassignment,TEAM0003,04.03.2013 10:50,04.03.2013
159,IM0000022,04.03.2013 10:50,Operator Update,TEAM0003,04.03.2013 10:50,04.03.2013
160,IM0000022,04.03.2013 10:50,Assignment,TEAM0003,05.03.2013 08:35,04.03.2013
161,IM0000022,05.03.2013 08:35,Update from customer,TEAM0002,05.03.2013 08:36,05.03.2013
162,IM0000022,05.03.2013 08:36,Assignment,TEAM0002,05.03.2013 08:36,05.03.2013
163,IM0000022,05.03.2013 08:36,Update from customer,TEAM0002,05.03.2013 08:36,05.03.2013
164,IM0000022,05.03.2013 08:36,Reassignment,TEAM0002,05.03.2013 14:13,05.03.2013
165,IM0000022,05.03.2013 14:13,Assignment,TEAM0003,05.03.2013 14:48,05.03.2013
166,IM0000022,05.03.2013 14:48,Operator Update,TEAM0003,07.03.2013 09:44,05.03.2013
167,IM0000022,07.03.2013 09:44,Operator Update,TEAM0003,07.03.2013 09:44,07.03.2013
168,IM0000022,07.03.2013 09:44,Reassignment,TEAM0003,07.03.2013 09:44,07.03.2013
169,IM0000022,07.03.2013 09:44,Assignment,TEAM0003,11.03.2013 08:25,07.03.2013
170,IM0000022,11.03.2013 08:25,Operator Update,TEAM0003,28.03.2013 15:24,11.03.2013
171,IM0000022,28.03.2013 15:24,OO Response,TEAM0005,19.04.2013 07:41,28.03.2013
172,IM0000022,19.04.2013 07:41,OO Response,TEAM0005,19.04.2013 07:41,19.04.2013
173,IM0000022,19.04.2013 07:41,Assignment,TEAM0005,19.04.2013 07:41,19.04.2013
174,IM0000022,19.04.2013 07:41,Reassignment,TEAM0005,19.04.2013 07:52,19.04.2013
175,IM0000022,19.04.2013 07:52,Assignment,TEAM0003,29.04.2013 13:58,19.04.2013
176,IM0000022,29.04.2013 13:58,Assignment,TEAM0003,29.04.2013 13:58,29.04.2013
177,IM0000022,29.04.2013 13:58,Reassignment,TEAM0003,29.04.2013 13:58,29.04.2013
178,IM0000022,29.04.2013 13:58,Operator Update,TEAM0003,29.04.2013 14:29,29.04.2013
179,IM0000022,29.04.2013 14:29,Update,TEAM9999,12.08.2013 07:27,29.04.2013
180,IM0000022,12.08.2013 07:27,Update from customer,TEAM0002,12.08.2013 07:27,12.08.2013
181,IM0000022,12.08.2013 07:27,Reassignment,TEAM0002,12.08.2013 07:27,12.08.2013
182,IM0000022,12.08.2013 07:27,Assignment,TEAM0002,12.08.2013 07:58,12.08.2013
183,IM0000022,12.08.2013 07:58,Operator Update,TEAM0003,12.08.2013 07:58,12.08.2013
184,IM0000022,12.08.2013 07:58,Assignment,TEAM0003,12.08.2013 11:51,12.08.2013
185,IM0000022,12.08.2013 11:51,Operator Update,TEAM0003,21.10.2013 11:21,12.08.2013
186,IM0000022,21.10.2013 11:21,Reassignment,TEAM0003,21.10.2013 11:21,21.10.2013
187,IM0000022,21.10.2013 11:21,Assignment,TEAM0003,21.10.2013 11:22,21.10.2013
188,IM0000022,21.10.2013 11:22,Reassignment,TEAM0003,21.10.2013 11:22,21.10.2013
189,IM0000022,21.10.2013 11:22,Assignment,TEAM0003,23.10.2013 09:28,21.10.2013
190,IM0000022,23.10.2013 09:28,Operator Update,TEAM0004,14.11.2013 09:45,23.10.2013
191,IM0000022,14.11.2013 09:45,Operator Update,TEAM0004,14.11.2013 09:46,14.11.2013
192,IM0000022,14.11.2013 09:46,Operator Update,TEAM0004,14.11.2013 09:50,14.11.2013
193,IM0000022,14.11.2013 09:50,Operator Update,TEAM0004,14.11.2013 13:32,14.11.2013
194,IM0000022,14.11.2013 13:32,Resolved,TEAM0003,14.11.2013 13:33,14.11.2013
195,IM0000022,14.11.2013 13:33,Closed,TEAM0003,14.11.2013 13:43,14.11.2013
196,IM0000023,12.12.2013 10:24,Closed,TEAM0006,12.12.2013 10:24,12.12.2013
197,IM0000023,12.12.2013 10:24,Caused By CI,TEAM0006,12.12.2013 10:34,12.12.2013
198,IM0000024,07.01.2013 08:25,Reassignment,TEAM0001,24.01.2013 15:57,07.01.2013
199,IM0000024,24.01.2013 15:57,Operator Update,TEAM0003,13.02.2013 14:07,24.01.2013
200,IM0000024,13.02.2013 14:07,Operator Update,TEAM0003,01.05.2013 14:03,13.02.2013
201,IM0000024,01.05.2013 14:03,Assignment,TEAM0003,01.05.2013 14:03,01.05.2013
202,IM0000024,01.05.2013 14:03,Update,TEAM0003,01.05.2013 14:03,01.05.2013
203,IM0000024,01.05.2013 14:03,Reassignment,TEAM0003,29.05.2013 14:00,01.05.2013
204,IM0000024,29.05.2013 14:00,Update,TEAM9999,03.06.2013 06:58,29.05.2013
205,IM0000024,03.06.2013 06:58,Update from customer,TEAM9999,08.11.2013 14:39,03.06.2013
206,IM0000024,08.11.2013 14:39,Assignment,TEAM0002,08.11.2013 14:39,08.11.2013
207,IM0000024,08.11.2013 14:39,Update from customer,TEAM0002,08.11.2013 14:39,08.11.2013
208,IM0000024,08.11.2013 14:39,Reassignment,TEAM0002,08.11.2013 14:58,08.11.2013
209,IM0000024,08.11.2013 14:58,Caused By CI,TEAM0003,08.11.2013 14:58,08.11.2013
210,IM0000024,08.11.2013 14:58,Closed,TEAM0003,08.11.2013 15:08,08.11.2013
211,IM0000028,01.03.2013 13:02,Update from customer,TEAM0007,01.03.2013 13:02,01.03.2013
212,IM0000028,01.03.2013 13:02,Status Change,TEAM0007,01.03.2013 13:02,01.03.2013
213,IM0000028,01.03.2013 13:02,External Vendor Assignment,TEAM0007,17.04.2013 15:09,01.03.2013
214,IM0000028,17.04.2013 15:09,Operator Update,TEAM0007,19.06.2013 10:22,17.04.2013
215,IM0000028,19.06.2013 10:22,Operator Update,TEAM0007,12.08.2013 12:54,19.06.2013
216,IM0000028,12.08.2013 12:54,Status Change,TEAM0007,12.08.2013 12:54,12.08.2013
217,IM0000028,12.08.2013 12:54,Communication with customer,TEAM0007,15.08.2013 13:45,12.08.2013
218,IM0000028,15.08.2013 13:45,Communication with customer,TEAM0007,15.08.2013 13:46,15.08.2013
219,IM0000028,15.08.2013 13:46,Communication with customer,TEAM0007,09.09.2013 15:27,15.08.2013
220,IM0000028,09.09.2013 15:27,Communication with customer,TEAM0007,11.11.2013 17:02,09.09.2013
221,IM0000028,11.11.2013 17:02,Pending vendor,TEAM0007,20.12.2013 11:31,11.11.2013
222,IM0000028,20.12.2013 11:31,Closed,TEAM0007,20.12.2013 11:31,20.12.2013
223,IM0000028,20.12.2013 11:31,Caused By CI,TEAM0007,20.12.2013 11:41,20.12.2013
224,IM0000031,11.02.2013 15:08,Update,TEAM0003,22.02.2013 10:10,11.02.2013
225,IM0000031,22.02.2013 10:10,Reassignment,TEAM0005,22.02.2013 10:10,22.02.2013
226,IM0000031,22.02.2013 10:10,OO Response,TEAM0005,22.02.2013 13:02,22.02.2013
227,IM0000031,22.02.2013 13:02,Assignment,TEAM0003,25.02.2013 12:01,22.02.2013
228,IM0000031,25.02.2013 12:01,Assignment,TEAM0003,25.02.2013 12:01,25.02.2013
229,IM0000031,25.02.2013 12:01,Update,TEAM0003,25.02.2013 12:01,25.02.2013
230,IM0000031,25.02.2013 12:01,Reassignment,TEAM0003,25.02.2013 12:01,25.02.2013
231,IM0000031,25.02.2013 12:01,Description Update,TEAM0003,30.04.2013 06:22,25.02.2013
232,IM0000031,30.04.2013 06:22,Assignment,TEAM9999,10.05.2013 15:00,30.04.2013
233,IM0000031,10.05.2013 15:00,OO Response,TEAM0005,16.05.2013 08:14,10.05.2013
234,IM0000031,16.05.2013 08:14,Assignment,TEAM0005,16.05.2013 08:14,16.05.2013
235,IM0000031,16.05.2013 08:14,Reassignment,TEAM0005,16.05.2013 08:14,16.05.2013
236,IM0000031,16.05.2013 08:14,OO Response,TEAM0005,16.05.2013 12:02,16.05.2013
237,IM0000031,16.05.2013 12:02,Operator Update,TEAM0004,16.05.2013 12:07,16.05.2013
238,IM0000031,16.05.2013 12:07,Update,TEAM0004,16.05.2013 12:07,16.05.2013
239,IM0000031,16.05.2013 12:07,Reassignment,TEAM0004,31.07.2013 08:19,16.05.2013
240,IM0000031,31.07.2013 08:19,Update,TEAM9999,30.10.2013 08:45,31.07.2013
241,IM0000031,30.10.2013 08:45,Caused By CI,TEAM0003,30.10.2013 08:45,30.10.2013
242,IM0000031,30.10.2013 08:45,Closed,TEAM0003,30.10.2013 08:55,30.10.2013
243,IM0000033,30.11.2013 10:39,Closed,TEAM0008,30.11.2013 10:49,30.11.2013
244,IM0000034,01.03.2013 13:00,Reassignment,TEAM0002,01.03.2013 13:00,01.03.2013
245,IM0000034,01.03.2013 13:00,Assignment,TEAM0002,01.03.2013 13:00,01.03.2013
246,IM0000034,01.03.2013 13:00,Update from customer,TEAM0002,01.03.2013 13:01,01.03.2013
247,IM0000034,01.03.2013 13:01,Closed,TEAM0003,01.03.2013 13:01,01.03.2013
248,IM0000034,01.03.2013 13:01,Caused By CI,TEAM0003,11.02.2014 14:50,01.03.2013
249,IM0000034,11.02.2014 14:50,Reopen,TEAM0002,12.02.2014 09:49,11.02.2014
250,IM0000034,12.02.2014 09:49,Reassignment,TEAM0171,12.02.2014 09:49,12.02.2014
251,IM0000034,12.02.2014 09:49,Assignment,TEAM0171,12.02.2014 09:49,12.02.2014
252,IM0000034,12.02.2014 09:49,Operator Update,TEAM0171,12.02.2014 14:01,12.02.2014
253,IM0000034,12.02.2014 14:01,Update from customer,TEAM0002,28.03.2014 12:21,12.02.2014
254,IM0000034,28.03.2014 12:21,Status Change,TEAM0002,28.03.2014 12:21,28.03.2014
255,IM0000034,28.03.2014 12:21,Update from customer,TEAM0002,28.03.2014 14:20,28.03.2014
256,IM0000034,28.03.2014 14:20,Closed,TEAM0002,28.03.2014 14:30,28.03.2014
257,IM0000035,26.02.2013 07:06,Operator Update,TEAM0003,26.02.2013 08:26,26.02.2013
258,IM0000035,26.02.2013 08:26,Update from customer,TEAM0002,01.03.2013 12:50,26.02.2013
259,IM0000035,01.03.2013 12:50,OO Response,TEAM0005,01.03.2013 12:50,01.03.2013
260,IM0000035,01.03.2013 12:50,Assignment,TEAM0005,01.03.2013 12:50,01.03.2013
261,IM0000035,01.03.2013 12:50,Reassignment,TEAM0005,01.03.2013 12:56,01.03.2013
262,IM0000035,01.03.2013 12:56,Assignment,TEAM0003,04.03.2013 10:48,01.03.2013
263,IM0000035,04.03.2013 10:48,Operator Update,TEAM0003,04.03.2013 10:48,04.03.2013
264,IM0000035,04.03.2013 10:48,Reassignment,TEAM0003,04.03.2013 10:48,04.03.2013
265,IM0000035,04.03.2013 10:48,Assignment,TEAM0003,06.03.2013 08:28,04.03.2013
266,IM0000035,06.03.2013 08:28,Update,TEAM9999,18.03.2013 11:00,06.03.2013
267,IM0000035,18.03.2013 11:00,Update from customer,TEAM0002,18.03.2013 11:00,18.03.2013
268,IM0000035,18.03.2013 11:00,Assignment,TEAM0002,18.03.2013 11:00,18.03.2013
269,IM0000035,18.03.2013 11:00,Reassignment,TEAM0002,18.03.2013 11:02,18.03.2013
270,IM0000035,18.03.2013 11:02,Update from customer,TEAM0002,18.03.2013 11:08,18.03.2013
271,IM0000035,18.03.2013 11:08,Assignment,TEAM0003,02.04.2013 11:45,18.03.2013
272,IM0000035,02.04.2013 11:45,Operator Update,TEAM0003,02.04.2013 11:45,02.04.2013
273,IM0000035,02.04.2013 11:45,External Vendor Assignment,TEAM0003,02.04.2013 11:45,02.04.2013
274,IM0000035,02.04.2013 11:45,Status Change,TEAM0003,10.04.2013 13:03,02.04.2013
275,IM0000035,10.04.2013 13:03,Operator Update,TEAM0003,29.04.2013 13:59,10.04.2013
276,IM0000035,29.04.2013 13:59,Reassignment,TEAM0003,29.04.2013 13:59,29.04.2013
277,IM0000035,29.04.2013 13:59,Assignment,TEAM0003,29.04.2013 13:59,29.04.2013
278,IM0000035,29.04.2013 13:59,Operator Update,TEAM0003,29.04.2013 14:29,29.04.2013
279,IM0000035,29.04.2013 14:29,Update,TEAM9999,22.07.2013 07:07,29.04.2013
280,IM0000035,22.07.2013 07:07,Update from customer,TEAM0002,12.09.2013 09:46,22.07.2013
