,Row,CASE_ID,StartTimestamp,Activity,Resource,CompleteTimestamp,StartDate
279085,279085,IM0026331,27.01.2014 16:56,Communication with customer,TEAM0197,28.01.2014 14:31,2014-01-27
279086,279086,IM0026331,28.01.2014 14:31,Closed,TEAM0197,28.01.2014 14:31,2014-01-28
279087,279087,IM0026331,28.01.2014 14:31,Caused By CI,TEAM0197,28.01.2014 14:41,2014-01-28
324160,324160,IM0031036,27.01.2014 07:55,Open,TEAM0018,27.01.2014 07:55,2014-01-27
324161,324161,IM0031036,27.01.2014 07:55,Assignment,TEAM0018,27.01.2014 13:49,2014-01-27
324162,324162,IM0031036,27.01.2014 13:49,Closed,TEAM0018,27.01.2014 13:59,2014-01-27
324395,324395,IM0031059,27.01.2014 07:52,Open,TEAM0008,27.01.2014 11:34,2014-01-27
324396,324396,IM0031059,27.01.2014 11:34,Assignment,TEAM0132,27.01.2014 11:49,2014-01-27
324397,324397,IM0031059,27.01.2014 11:49,Status Change,TEAM0132,27.01.2014 11:49,2014-01-27
324398,324398,IM0031059,27.01.2014 11:49,Operator Update,TEAM0132,27.01.2014 15:44,2014-01-27
324399,324399,IM0031059,27.01.2014 15:44,Operator Update,TEAM0132,27.01.2014 16:26,2014-01-27
324400,324400,IM0031059,27.01.2014 16:26,Caused By CI,TEAM0132,27.01.2014 16:26,2014-01-27
324401,324401,IM0031059,27.01.2014 16:26,Closed,TEAM0132,27.01.2014 16:36,2014-01-27
324650,324650,IM0031080,27.01.2014 08:10,Open,TEAM0008,27.01.2014 12:01,2014-01-27
324651,324651,IM0031080,27.01.2014 12:01,Operator Update,TEAM0179,27.01.2014 12:01,2014-01-27
324652,324652,IM0031080,27.01.2014 12:01,Reassignment,TEAM0179,27.01.2014 17:09,2014-01-27
324653,324653,IM0031080,27.01.2014 17:09,Operator Update,TEAM0076,27.01.2014 17:09,2014-01-27
324654,324654,IM0031080,27.01.2014 17:09,Reassignment,TEAM0076,27.01.2014 17:31,2014-01-27
324655,324655,IM0031080,27.01.2014 17:31,Assignment,TEAM0179,27.01.2014 17:38,2014-01-27
324656,324656,IM0031080,27.01.2014 17:38,Urgency Change,TEAM0179,27.01.2014 17:38,2014-01-27
324657,324657,IM0031080,27.01.2014 17:38,Operator Update,TEAM0179,27.01.2014 17:38,2014-01-27
324658,324658,IM0031080,27.01.2014 17:38,Impact Change,TEAM0179,28.01.2014 11:54,2014-01-27
324659,324659,IM0031080,28.01.2014 11:54,Operator Update,TEAM0179,28.01.2014 11:54,2014-01-28
324660,324660,IM0031080,28.01.2014 11:54,Closed,TEAM0179,28.01.2014 12:04,2014-01-28
324690,324690,IM0031084,27.01.2014 08:57,Open,TEAM0008,27.01.2014 09:55,2014-01-27
324691,324691,IM0031084,27.01.2014 09:55,Assignment,TEAM0205,27.01.2014 09:57,2014-01-27
324692,324692,IM0031084,27.01.2014 09:57,Closed,TEAM0205,27.01.2014 09:57,2014-01-27
324693,324693,IM0031084,27.01.2014 09:57,Caused By CI,TEAM0205,27.01.2014 10:07,2014-01-27
324738,324738,IM0031089,27.01.2014 09:38,Open,TEAM0014,27.01.2014 09:40,2014-01-27
324739,324739,IM0031089,27.01.2014 09:40,Reassignment,TEAM0014,27.01.2014 09:44,2014-01-27
324740,324740,IM0031089,27.01.2014 09:44,Assignment,TEAM0015,27.01.2014 10:27,2014-01-27
324741,324741,IM0031089,27.01.2014 10:27,Status Change,TEAM0015,27.01.2014 13:14,2014-01-27
324742,324742,IM0031089,27.01.2014 13:14,Assignment,TEAM0015,27.01.2014 13:14,2014-01-27
324743,324743,IM0031089,27.01.2014 13:14,Reassignment,TEAM0015,27.01.2014 13:14,2014-01-27
324744,324744,IM0031089,27.01.2014 13:14,Operator Update,TEAM0015,28.01.2014 16:07,2014-01-27
324745,324745,IM0031089,28.01.2014 16:07,Assignment,TEAM0017,28.01.2014 16:07,2014-01-28
324746,324746,IM0031089,28.01.2014 16:07,Update,TEAM0017,30.01.2014 13:44,2014-01-28
324747,324747,IM0031089,30.01.2014 13:44,Assignment,TEAM0017,30.01.2014 13:44,2014-01-30
324748,324748,IM0031089,30.01.2014 13:44,Update,TEAM0017,30.01.2014 14:12,2014-01-30
324749,324749,IM0031089,30.01.2014 14:12,Reassignment,TEAM0014,30.01.2014 14:12,2014-01-30
324750,324750,IM0031089,30.01.2014 14:12,Assignment,TEAM0014,30.01.2014 14:12,2014-01-30
324751,324751,IM0031089,30.01.2014 14:12,Update,TEAM0014,31.01.2014 06:34,2014-01-30
324752,324752,IM0031089,31.01.2014 06:34,Assignment,TEAM0015,31.01.2014 07:10,2014-01-31
324753,324753,IM0031089,31.01.2014 07:10,Operator Update,TEAM0015,31.01.2014 07:10,2014-01-31
324754,324754,IM0031089,31.01.2014 07:10,Assignment,TEAM0015,31.01.2014 07:58,2014-01-31
324755,324755,IM0031089,31.01.2014 07:58,Operator Update,TEAM0015,31.01.2014 07:58,2014-01-31
324756,324756,IM0031089,31.01.2014 07:58,Assignment,TEAM0015,31.01.2014 08:42,2014-01-31
324757,324757,IM0031089,31.01.2014 08:42,Assignment,TEAM0015,31.01.2014 08:42,2014-01-31
324758,324758,IM0031089,31.01.2014 08:42,Operator Update,TEAM0015,31.01.2014 10:19,2014-01-31
324759,324759,IM0031089,31.01.2014 10:19,Operator Update,TEAM0015,31.01.2014 10:19,2014-01-31
324760,324760,IM0031089,31.01.2014 10:19,Assignment,TEAM0015,31.01.2014 10:19,2014-01-31
324761,324761,IM0031089,31.01.2014 10:19,Reassignment,TEAM0015,31.01.2014 10:21,2014-01-31
324762,324762,IM0031089,31.01.2014 10:21,Caused By CI,TEAM0014,31.01.2014 10:21,2014-01-31
324763,324763,IM0031089,31.01.2014 10:21,Closed,TEAM0014,31.01.2014 10:31,2014-01-31
325116,325116,IM0031119,27.01.2014 08:23,Open,TEAM0008,27.01.2014 13:15,2014-01-27
325117,325117,IM0031119,27.01.2014 13:15,Assignment,TEAM0191,27.01.2014 13:15,2014-01-27
325118,325118,IM0031119,27.01.2014 13:15,Status Change,TEAM0191,27.01.2014 13:21,2014-01-27
325119,325119,IM0031119,27.01.2014 13:21,Mail to Customer,TEAM0191,27.01.2014 13:21,2014-01-27
325120,325120,IM0031119,27.01.2014 13:21,Caused By CI,TEAM0191,27.01.2014 13:21,2014-01-27
325121,325121,IM0031119,27.01.2014 13:21,Closed,TEAM0191,27.01.2014 13:31,2014-01-27
325122,325122,IM0031121,27.01.2014 08:35,Open,TEAM0008,27.01.2014 08:59,2014-01-27
325123,325123,IM0031121,27.01.2014 08:59,Status Change,TEAM0086,27.01.2014 08:59,2014-01-27
325124,325124,IM0031121,27.01.2014 08:59,Assignment,TEAM0086,27.01.2014 08:59,2014-01-27
325125,325125,IM0031121,27.01.2014 08:59,Pending vendor,TEAM0086,28.01.2014 14:48,2014-01-27
325126,325126,IM0031121,28.01.2014 14:48,Closed,TEAM0086,28.01.2014 14:58,2014-01-28
325127,325127,IM0031122,27.01.2014 08:37,Open,TEAM0199,27.01.2014 09:28,2014-01-27
325128,325128,IM0031122,27.01.2014 09:28,Assignment,TEAM0104,27.01.2014 09:28,2014-01-27
325129,325129,IM0031122,27.01.2014 09:28,Status Change,TEAM0104,28.01.2014 09:04,2014-01-27
325130,325130,IM0031122,28.01.2014 09:04,Operator Update,TEAM0104,29.01.2014 08:39,2014-01-28
325131,325131,IM0031122,29.01.2014 08:39,Caused By CI,TEAM0104,29.01.2014 08:39,2014-01-29
325132,325132,IM0031122,29.01.2014 08:39,Closed,TEAM0104,29.01.2014 13:11,2014-01-29
325133,325133,IM0031122,29.01.2014 13:11,Caused By CI,TEAM0104,29.01.2014 13:21,2014-01-29
325143,325143,IM0031124,27.01.2014 08:59,Open,TEAM0008,27.01.2014 09:15,2014-01-27
325144,325144,IM0031124,27.01.2014 09:15,Operator Update,TEAM0192,27.01.2014 09:15,2014-01-27
325145,325145,IM0031124,27.01.2014 09:15,Reassignment,TEAM0192,27.01.2014 09:36,2014-01-27
325146,325146,IM0031124,27.01.2014 09:36,Reassignment,TEAM0008,27.01.2014 11:10,2014-01-27
325147,325147,IM0031124,27.01.2014 11:10,Operator Update,TEAM0205,27.01.2014 11:10,2014-01-27
325148,325148,IM0031124,27.01.2014 11:10,Assignment,TEAM0205,28.01.2014 07:06,2014-01-27
325149,325149,IM0031124,28.01.2014 07:06,Status Change,TEAM0205,28.01.2014 07:06,2014-01-28
325150,325150,IM0031124,28.01.2014 07:06,Operator Update,TEAM0205,31.01.2014 09:13,2014-01-28
325151,325151,IM0031124,31.01.2014 09:13,Reassignment,TEAM0205,04.02.2014 14:29,2014-01-31
325152,325152,IM0031124,04.02.2014 14:29,Caused By CI,TEAM0205,04.02.2014 14:29,2014-04-02
325153,325153,IM0031124,04.02.2014 14:29,Closed,TEAM0205,04.02.2014 14:39,2014-04-02
325154,325154,IM0031125,27.01.2014 09:11,Open,TEAM0016,27.01.2014 09:13,2014-01-27
325155,325155,IM0031125,27.01.2014 09:13,Update,TEAM9999,27.01.2014 11:38,2014-01-27
325156,325156,IM0031125,27.01.2014 11:38,Reassignment,TEAM0014,27.01.2014 11:38,2014-01-27
325157,325157,IM0031125,27.01.2014 11:38,Update,TEAM0014,27.01.2014 11:47,2014-01-27
325158,325158,IM0031125,27.01.2014 11:47,Assignment,TEAM0016,28.01.2014 15:31,2014-01-27
325159,325159,IM0031125,28.01.2014 15:31,Closed,TEAM0016,28.01.2014 15:31,2014-01-28
325160,325160,IM0031125,28.01.2014 15:31,Caused By CI,TEAM0016,29.01.2014 09:59,2014-01-28
325161,325161,IM0031125,29.01.2014 09:59,Update,TEAM0016,29.01.2014 09:59,2014-01-29
325162,325162,IM0031125,29.01.2014 09:59,Assignment,TEAM0016,29.01.2014 09:59,2014-01-29
325163,325163,IM0031125,29.01.2014 09:59,Reassignment,TEAM0016,29.01.2014 09:59,2014-01-29
325164,325164,IM0031125,29.01.2014 09:59,Reopen,TEAM0016,29.01.2014 11:06,2014-01-29
325165,325165,IM0031125,29.01.2014 11:06,Reassignment,TEAM0014,29.01.2014 11:06,2014-01-29
325166,325166,IM0031125,29.01.2014 11:06,Update,TEAM0014,29.01.2014 11:24,2014-01-29
325167,325167,IM0031125,29.01.2014 11:24,Assignment,TEAM0015,30.01.2014 05:47,2014-01-29
325168,325168,IM0031125,30.01.2014 05:47,Reassignment,TEAM0015,30.01.2014 05:47,2014-01-30
325169,325169,IM0031125,30.01.2014 05:47,Operator Update,TEAM0015,30.01.2014 05:47,2014-01-30
325170,325170,IM0031125,30.01.2014 05:47,Status Change,TEAM0015,30.01.2014 05:47,2014-01-30
325171,325171,IM0031125,30.01.2014 05:47,Assignment,TEAM0015,30.01.2014 11:48,2014-01-30
325172,325172,IM0031125,30.01.2014 11:48,Reassignment,TEAM0014,30.01.2014 11:48,2014-01-30
325173,325173,IM0031125,30.01.2014 11:48,Update,TEAM0014,30.01.2014 11:48,2014-01-30
325174,325174,IM0031125,30.01.2014 11:48,Description Update,TEAM0014,30.01.2014 12:14,2014-01-30
325175,325175,IM0031125,30.01.2014 12:14,Reassignment,TEAM0035,30.01.2014 12:14,2014-01-30
325176,325176,IM0031125,30.01.2014 12:14,Operator Update,TEAM0035,30.01.2014 12:42,2014-01-30
325177,325177,IM0031125,30.01.2014 12:42,Assignment,TEAM0052,30.01.2014 13:06,2014-01-30
325178,325178,IM0031125,30.01.2014 13:06,Assignment,TEAM0052,30.01.2014 13:06,2014-01-30
325179,325179,IM0031125,30.01.2014 13:06,Reassignment,TEAM0052,30.01.2014 13:06,2014-01-30
325180,325180,IM0031125,30.01.2014 13:06,Operator Update,TEAM0052,30.01.2014 13:28,2014-01-30
325181,325181,IM0031125,30.01.2014 13:28,Reassignment,TEAM0035,30.01.2014 13:28,2014-01-30
325182,325182,IM0031125,30.01.2014 13:28,Operator Update,TEAM0035,30.01.2014 13:33,2014-01-30
325183,325183,IM0031125,30.01.2014 13:33,Update,TEAM0014,30.01.2014 13:33,2014-01-30
325184,325184,IM0031125,30.01.2014 13:33,Reassignment,TEAM0014,30.01.2014 14:15,2014-01-30
325185,325185,IM0031125,30.01.2014 14:15,Assignment,TEAM0016,31.01.2014 08:27,2014-01-30
325186,325186,IM0031125,31.01.2014 08:27,Closed,TEAM0016,31.01.2014 08:37,2014-01-31
325187,325187,IM0031126,27.01.2014 09:18,Open,TEAM0199,27.01.2014 09:19,2014-01-27
325188,325188,IM0031126,27.01.2014 09:19,Operator Update,TEAM0199,27.01.2014 11:26,2014-01-27
325189,325189,IM0031126,27.01.2014 11:26,Assignment,TEAM0190,27.01.2014 11:26,2014-01-27
325190,325190,IM0031126,27.01.2014 11:26,Update,TEAM0190,27.01.2014 14:51,2014-01-27
325191,325191,IM0031126,27.01.2014 14:51,Closed,TEAM0190,27.01.2014 14:51,2014-01-27
325192,325192,IM0031126,27.01.2014 14:51,Caused By CI,TEAM0190,27.01.2014 15:01,2014-01-27
325193,325193,IM0031127,27.01.2014 09:28,Open,TEAM0016,27.01.2014 11:58,2014-01-27
325194,325194,IM0031127,27.01.2014 11:58,Reassignment,TEAM0014,27.01.2014 11:58,2014-01-27
325195,325195,IM0031127,27.01.2014 11:58,Update,TEAM0014,27.01.2014 12:43,2014-01-27
325196,325196,IM0031127,27.01.2014 12:43,Assignment,TEAM0016,29.01.2014 09:24,2014-01-27
325197,325197,IM0031127,29.01.2014 09:24,Caused By CI,TEAM0016,29.01.2014 09:24,2014-01-29
325198,325198,IM0031127,29.01.2014 09:24,Closed,TEAM0016,29.01.2014 09:34,2014-01-29
325218,325218,IM0031130,27.01.2014 09:52,Open,TEAM0008,27.01.2014 10:02,2014-01-27
325219,325219,IM0031130,27.01.2014 10:02,Status Change,TEAM0191,27.01.2014 10:02,2014-01-27
325220,325220,IM0031130,27.01.2014 10:02,Assignment,TEAM0191,27.01.2014 11:12,2014-01-27
325221,325221,IM0031130,27.01.2014 11:12,Operator Update,TEAM0191,28.01.2014 09:55,2014-01-27
325222,325222,IM0031130,28.01.2014 09:55,Operator Update,TEAM0191,28.01.2014 14:28,2014-01-28
325223,325223,IM0031130,28.01.2014 14:28,Closed,TEAM0191,28.01.2014 14:28,2014-01-28
325224,325224,IM0031130,28.01.2014 14:28,Caused By CI,TEAM0191,28.01.2014 14:38,2014-01-28
325225,325225,IM0031131,27.01.2014 09:57,Open,TEAM0008,27.01.2014 12:36,2014-01-27
325226,325226,IM0031131,27.01.2014 12:36,Operator Update,TEAM0197,27.01.2014 12:36,2014-01-27
325227,325227,IM0031131,27.01.2014 12:36,Assignment,TEAM0197,27.01.2014 12:37,2014-01-27
325228,325228,IM0031131,27.01.2014 12:37,Closed,TEAM0197,27.01.2014 12:47,2014-01-27
325238,325238,IM0031134,27.01.2014 10:13,Open,TEAM0008,27.01.2014 10:15,2014-01-27
325239,325239,IM0031134,27.01.2014 10:15,Assignment,TEAM0039,27.01.2014 11:33,2014-01-27
325240,325240,IM0031134,27.01.2014 11:33,Caused By CI,TEAM0039,27.01.2014 11:33,2014-01-27
325241,325241,IM0031134,27.01.2014 11:33,Closed,TEAM0039,27.01.2014 11:43,2014-01-27
325260,325260,IM0031139,27.01.2014 10:43,Open,TEAM0037,27.01.2014 11:09,2014-01-27
325261,325261,IM0031139,27.01.2014 11:09,Caused By CI,TEAM0179,27.01.2014 11:09,2014-01-27
325262,325262,IM0031139,27.01.2014 11:09,Closed,TEAM0179,27.01.2014 11:19,2014-01-27
325263,325263,IM0031140,27.01.2014 10:55,Open,TEAM0008,27.01.2014 12:50,2014-01-27
325264,325264,IM0031140,27.01.2014 12:50,Assignment,TEAM0197,27.01.2014 12:58,2014-01-27
325265,325265,IM0031140,27.01.2014 12:58,Operator Update,TEAM0197,27.01.2014 12:58,2014-01-27
325266,325266,IM0031140,27.01.2014 12:58,Closed,TEAM0197,27.01.2014 13:08,2014-01-27
325267,325267,IM0031141,27.01.2014 11:01,Open,TEAM0008,27.01.2014 12:54,2014-01-27
325268,325268,IM0031141,27.01.2014 12:54,Reassignment,TEAM0007,27.01.2014 12:54,2014-01-27
325269,325269,IM0031141,27.01.2014 12:54,Operator Update,TEAM0007,28.01.2014 11:41,2014-01-27
325270,325270,IM0031141,28.01.2014 11:41,Assignment,TEAM0008,28.01.2014 11:57,2014-01-28
325271,325271,IM0031141,28.01.2014 11:57,Operator Update,TEAM0008,28.01.2014 11:57,2014-01-28
325272,325272,IM0031141,28.01.2014 11:57,Reassignment,TEAM0008,28.01.2014 11:57,2014-01-28
325273,325273,IM0031141,28.01.2014 11:57,Assignment,TEAM0008,28.01.2014 12:47,2014-01-28
325274,325274,IM0031141,28.01.2014 12:47,Assignment,TEAM0007,30.01.2014 09:09,2014-01-28
325275,325275,IM0031141,30.01.2014 09:09,Caused By CI,TEAM0007,30.01.2014 09:09,2014-01-30
325276,325276,IM0031141,30.01.2014 09:09,Closed,TEAM0007,30.01.2014 09:19,2014-01-30
325280,325280,IM0031143,27.01.2014 08:06,Open,TEAM0018,27.01.2014 08:08,2014-01-27
325281,325281,IM0031143,27.01.2014 08:08,Reassignment,TEAM0018,27.01.2014 08:08,2014-01-27
325282,325282,IM0031143,27.01.2014 08:08,Update,TEAM0018,27.01.2014 09:17,2014-01-27
325283,325283,IM0031143,27.01.2014 09:17,Assignment,TEAM0019,27.01.2014 09:17,2014-01-27
325284,325284,IM0031143,27.01.2014 09:17,Update,TEAM0019,27.01.2014 09:17,2014-01-27
325285,325285,IM0031143,27.01.2014 09:17,Reassignment,TEAM0019,03.02.2014 09:16,2014-01-27
325286,325286,IM0031143,03.02.2014 09:16,Reassignment,TEAM0148,03.02.2014 09:16,2014-03-02
325287,325287,IM0031143,03.02.2014 09:16,Analysis/Research,TEAM0148,03.02.2014 09:16,2014-03-02
325288,325288,IM0031143,03.02.2014 09:16,Assignment,TEAM0148,03.02.2014 20:21,2014-03-02
325289,325289,IM0031143,03.02.2014 20:21,Reassignment,TEAM0019,03.02.2014 20:21,2014-03-02
325290,325290,IM0031143,03.02.2014 20:21,Update,TEAM0019,04.02.2014 18:00,2014-03-02
325291,325291,IM0031143,04.02.2014 18:00,Assignment,TEAM0019,04.02.2014 18:00,2014-04-02
325292,325292,IM0031143,04.02.2014 18:00,Update,TEAM0019,04.02.2014 18:00,2014-04-02
325293,325293,IM0031143,04.02.2014 18:00,Reassignment,TEAM0019,05.02.2014 08:00,2014-04-02
325294,325294,IM0031143,05.02.2014 08:00,Closed,TEAM0018,05.02.2014 08:10,2014-05-02
325312,325312,IM0031146,27.01.2014 08:35,Open,TEAM0008,27.01.2014 08:40,2014-01-27
325313,325313,IM0031146,27.01.2014 08:40,Assignment,TEAM0190,27.01.2014 10:32,2014-01-27
325314,325314,IM0031146,27.01.2014 10:32,Caused By CI,TEAM0190,27.01.2014 10:32,2014-01-27
325315,325315,IM0031146,27.01.2014 10:32,Closed,TEAM0190,27.01.2014 10:42,2014-01-27
325316,325316,IM0031147,27.01.2014 08:40,Open,TEAM0008,27.01.2014 13:34,2014-01-27
325317,325317,IM0031147,27.01.2014 13:34,Status Change,TEAM0039,27.01.2014 13:34,2014-01-27
325318,325318,IM0031147,27.01.2014 13:34,Assignment,TEAM0039,27.01.2014 14:04,2014-01-27
325319,325319,IM0031147,27.01.2014 14:04,Mail to Customer,TEAM0039,27.01.2014 14:04,2014-01-27
325320,325320,IM0031147,27.01.2014 14:04,Closed,TEAM0039,29.01.2014 09:35,2014-01-27
325321,325321,IM0031147,29.01.2014 09:35,Reopen,TEAM0008,29.01.2014 09:35,2014-01-29
325322,325322,IM0031147,29.01.2014 09:35,Assignment,TEAM0008,29.01.2014 09:35,2014-01-29
325323,325323,IM0031147,29.01.2014 09:35,Update,TEAM0008,29.01.2014 12:30,2014-01-29
325324,325324,IM0031147,29.01.2014 12:30,Status Change,TEAM0039,29.01.2014 12:30,2014-01-29
325325,325325,IM0031147,29.01.2014 12:30,Assignment,TEAM0039,29.01.2014 13:36,2014-01-29
325326,325326,IM0031147,29.01.2014 13:36,Status Change,TEAM0039,29.01.2014 13:36,2014-01-29
325327,325327,IM0031147,29.01.2014 13:36,Reassignment,TEAM0039,29.01.2014 13:36,2014-01-29
325328,325328,IM0031147,29.01.2014 13:36,Assignment,TEAM0039,29.01.2014 13:36,2014-01-29
325329,325329,IM0031147,29.01.2014 13:36,Operator Update,TEAM0039,29.01.2014 15:54,2014-01-29
325330,325330,IM0031147,29.01.2014 15:54,Assignment,TEAM0197,29.01.2014 16:24,2014-01-29
325331,325331,IM0031147,29.01.2014 16:24,Assignment,TEAM0197,29.01.2014 16:24,2014-01-29
325332,325332,IM0031147,29.01.2014 16:24,Update,TEAM0197,30.01.2014 10:37,2014-01-29
325333,325333,IM0031147,30.01.2014 10:37,Impact Change,TEAM0197,30.01.2014 10:37,2014-01-30
325334,325334,IM0031147,30.01.2014 10:37,Urgency Change,TEAM0197,30.01.2014 10:37,2014-01-30
325335,325335,IM0031147,30.01.2014 10:37,Operator Update,TEAM0197,31.01.2014 14:32,2014-01-30
325336,325336,IM0031147,31.01.2014 14:32,Operator Update,TEAM0197,31.01.2014 14:32,2014-01-31
325337,325337,IM0031147,31.01.2014 14:32,Status Change,TEAM0197,04.02.2014 07:11,2014-01-31
325338,325338,IM0031147,04.02.2014 07:11,Operator Update,TEAM0197,04.02.2014 07:11,2014-04-02
325339,325339,IM0031147,04.02.2014 07:11,Assignment,TEAM0197,04.02.2014 14:18,2014-04-02
325340,325340,IM0031147,04.02.2014 14:18,Operator Update,TEAM0008,04.02.2014 14:18,2014-04-02
325341,325341,IM0031147,04.02.2014 14:18,Status Change,TEAM0008,04.02.2014 14:18,2014-04-02
325342,325342,IM0031147,04.02.2014 14:18,Assignment,TEAM0008,04.02.2014 14:19,2014-04-02
325343,325343,IM0031147,04.02.2014 14:19,Operator Update,TEAM0008,04.02.2014 14:19,2014-04-02
325344,325344,IM0031147,04.02.2014 14:19,Operator Update,TEAM0008,05.02.2014 07:28,2014-04-02
325345,325345,IM0031147,05.02.2014 07:28,Assignment,TEAM0197,05.02.2014 07:35,2014-05-02
325346,325346,IM0031147,05.02.2014 07:35,Assignment,TEAM0197,05.02.2014 07:35,2014-05-02
325347,325347,IM0031147,05.02.2014 07:35,Quality Indicator Fixed,TEAM0197,05.02.2014 07:35,2014-05-02
325348,325348,IM0031147,05.02.2014 07:35,Reassignment,TEAM0197,05.02.2014 07:35,2014-05-02
325349,325349,IM0031147,05.02.2014 07:35,Update,TEAM0197,05.02.2014 11:17,2014-05-02
325350,325350,IM0031147,05.02.2014 11:17,Assignment,TEAM0187,05.02.2014 11:19,2014-05-02
325351,325351,IM0031147,05.02.2014 11:19,Closed,TEAM0187,05.02.2014 16:42,2014-05-02
325352,325352,IM0031147,05.02.2014 16:42,Reopen,TEAM0008,05.02.2014 16:42,2014-05-02
325353,325353,IM0031147,05.02.2014 16:42,Assignment,TEAM0008,05.02.2014 16:42,2014-05-02
325354,325354,IM0031147,05.02.2014 16:42,Update,TEAM0008,06.02.2014 06:37,2014-05-02
325355,325355,IM0031147,06.02.2014 06:37,Assignment,TEAM0187,06.02.2014 10:26,2014-06-02
325356,325356,IM0031147,06.02.2014 10:26,Closed,TEAM0187,06.02.2014 10:36,2014-06-02
325393,325393,IM0031150,27.01.2014 08:51,Open,TEAM0008,27.01.2014 08:52,2014-01-27
325394,325394,IM0031150,27.01.2014 08:52,Status Change,TEAM0008,27.01.2014 08:52,2014-01-27
325395,325395,IM0031150,27.01.2014 08:52,External Vendor Assignment,TEAM0008,27.01.2014 08:52,2014-01-27
325396,325396,IM0031150,27.01.2014 08:52,Pending vendor,TEAM0008,27.01.2014 09:02,2014-01-27
325409,325409,IM0031152,27.01.2014 08:57,Open,TEAM0008,27.01.2014 10:12,2014-01-27
325410,325410,IM0031152,27.01.2014 10:12,Assignment,TEAM0039,27.01.2014 10:12,2014-01-27
325411,325411,IM0031152,27.01.2014 10:12,Status Change,TEAM0039,27.01.2014 16:25,2014-01-27
325412,325412,IM0031152,27.01.2014 16:25,Mail to Customer,TEAM0039,27.01.2014 16:26,2014-01-27
325413,325413,IM0031152,27.01.2014 16:26,Closed,TEAM0039,27.01.2014 16:36,2014-01-27
